date,company,state,zip,product,sub_product,issue,sub_issue,consumer_complaint,company_response,tags,submitted_via,company_response_to_consumer,timely_response,consumer_disputed,ID
8/6/14,WELLS FARGO & COMPANY,PA,17043,Mortgage,FHA mortgage,"Loan modification,collection,foreclosure",,,,,Web,Closed with explanation,Yes,No,971338
1/31/14,"Weltman, Weinberg & Reis Co., L.P.A.",PA,19153,Debt collection,Credit card,Communication tactics,Threatened to take legal action,,,,Web,Closed with explanation,Yes,No,694640
8/13/14,"BAYVIEW LOAN SERVICING, LLC",FL,33137,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,,,,Web,Closed with explanation,Yes,Yes,981497
8/20/14,P&L Acquisitions LLC,FL,34606,Debt collection,Credit card,Communication tactics,Threatened to take legal action,,,,Web,Closed with explanation,Yes,No,992582
11/15/16,"EQUIFAX, INC.",NY,11385,Credit reporting,,Incorrect information on credit report,Account status,,,,Web,Closed with explanation,Yes,No,2207998
5/13/13,"GENERAL MOTORS FINANCIAL COMPANY, INC.",GA,30904,Consumer Loan,Vehicle loan,Managing the loan or lease,,,,,Web,Closed with explanation,Yes,No,405837
9/16/16,"EQUIFAX, INC.",MO,63118,Credit reporting,,Incorrect information on credit report,Account status,,,,Fax,Closed with explanation,Yes,No,2116161
10/30/13,U.S. BANCORP,IL,60096,Bank account or service,Checking account,Deposits and withdrawals,,,,,Referral,Closed with monetary relief,Yes,No,577220
1/7/14,"Adsen & Associates, LLC",TX,78045,Debt collection,Credit card,Cont'd attempts collect debt not owed,Debt was paid,,,,Web,Closed,Yes,No,657179
7/2/14,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",IL,60202,Credit reporting,,Incorrect information on credit report,Information is not mine,,,,Web,Closed with explanation,Yes,Yes,920218
7/1/16,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",CT,6483,Credit reporting,,Incorrect information on credit report,Account status,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,,Referral,Closed with explanation,Yes,No,1994705
5/28/14,"EQUIFAX, INC.",CA,92115,Credit reporting,,Incorrect information on credit report,Account status,,,,Web,Closed with explanation,Yes,No,870588
12/13/13,"BANK OF AMERICA, NATIONAL ASSOCIATION",CA,94610,Credit card,,Credit card protection / Debt protection,,,,,Web,Closed with explanation,Yes,No,632900
5/15/14,"SUNTRUST BANKS, INC.",FL,33351,Bank account or service,Other bank product/service,"Account opening, closing, or management",,,,,Referral,Closed with explanation,Yes,No,853429
8/7/14,Synovus Bank,FL,34275,Bank account or service,Checking account,Deposits and withdrawals,,,,,Referral,Closed with monetary relief,Yes,No,975499
1/18/17,"Harris & Harris, Ltd.",IL,604XX,Debt collection,I do not know,Communication tactics,Frequent or repeated calls,"XXXX I got this automatic message from the number above. She said they were from the Consumer Protection Association. They left a number to call and a reference #. 
I XXXX them and called them at their billing number. There was no answer. 
I checked my credit report. Harris and Harris Ltd. Checked my credit yesterday, just the day when the weird phone calls started happening. Why are they calling me when they do n't even say what I owe? I do n't have any outstanding payments that I know of. 
Please check into Harris and Harris ltd.",Company believes it acted appropriately as authorized by contract or law,,Web,Closed with explanation,Yes,No,2292943
3/14/13,"ARVEST BANK GROUP, INC.",VA,20135,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,,,,Web,Closed with explanation,Yes,No,354671
3/27/15,NEW YORK COMMUNITY BANK,NJ,070XX,Bank account or service,Checking account,"Account opening, closing, or management",,"I opened a bank account at Garden State Community Bank in XXXX, NJ, a branch of New York Community Bank. I explained to the manager XXXX that I would be making cash deposits on a XXXX basis of approximately $ 3,500- {$4000.00} per XXXX based on my XXXX take home pay from where I work. I receive a paycheck from XXXX XXXX Bank each XXXX and then take the check to a XXXX XXXX Bank branch up the block to be cashed. After taking some money for myself and giving my wife some money, I deposit the rest into my checking account in cash to pay bills. She assured me this would not be a problem. A few months later, a new manager, XXXX, informed me that she had heard from the back office that there was a problem. I explained to her what I had explained to XXXX, and she told me everything would be fine with the explanation. A few months later, a new manager, XXXX, said she had been contacted by the back office as well. I explained to her as I had explained to XXXX and XXXX previously, and offered to give her a copy of my pay stubs to show where the cash was coming from. She agreed to review the pay stubs and send copies to the back office. She then assured me there would be no more problems. I then received a letter from the VP of the Bank, XXXX XXXX, informing me that there was suspicious activity in my account and that the bank would be closing my account effective XXXX XXXX of this year. I called and spoke to XXXX and when I explained everything to her, she assured me that everything would be fine and I would be able to continue my banking. I then spoke to XXXX XXXX who told me that he would review it and yes it was the cash deposits i was making, but that it is highly unlikely that the bank will reverse its decision. He informed me that they were under the scrutiny of Homeland Security. I told him that I had a problem with this decision because I was doing nothing illegal. He confirmed I was doing nothing illegal, however he again said it is very unlikely that the bank will overturn its decision.",,,Web,Closed with explanation,Yes,Yes,1305244
3/19/16,Arbor Residential Mortgage LLC,MA,014XX,Mortgage,FHA mortgage,"Loan servicing, payments, escrow account",,"In XXXX XXXX my ex husband and I purchased a home. The mortgage was with XXXX XXXX XXXX and he was the only one on the Note. I was not used to secure the loan or added as a co-borrower. XX/XX/XXXX we modified the mortgage and again I was not used to secure the debt and they did not consider me financially responsible for the debt. In XX/XX/XXXX I believe the mortgage was sold to XXXX. We got divorced and the house was to be sold. I listed the house, XXXX was reporting it to my credit. During the process of selling the home it was discovered that I was not on the original Note and XXXX had been reporting it to my credit in error. They removed it from my credit report. XX/XX/XXXX the Mortgage was sold to Seneca Home Mortgage. I work for an attorney and we were helping my ex with the sale of the home. XX/XX/XXXX XXXX started to report the mortgage to my credit claiming that because we did the loan modification in XX/XX/XXXX it added me to the note when infact the modification did not change the terms of the original not and the note that was recorded with XXXX was the same note that they had when the home was first purchased which only had my ex husbands name on it. I have spoken to people at XXXX and XXXX and they have said I am not responsible. I did not sign or fill out the modification paperwork. I have written to Seneca and provided them with all the information I have from XXXX and XXXX and they are refusing to remove this debt from my credit. In the second letter I sent to them the basically responded saying that they will no longer entertain looking into the issue and as far as they are concerned I am responsible. I need help. I know I am not financially responsible for this loan and I want them to remove it from my credit immediately.",,,Web,Closed with explanation,Yes,No,1840344
4/25/17,FIFTH THIRD FINANCIAL CORPORATION,OH,45224,Checking or savings account,Checking account,Managing an account,Fee problem,,,,Web,Closed with explanation,Yes,N/A,2465412
8/27/16,Medical Business Bureau,IL,601XX,Debt collection,Medical,Cont'd attempts collect debt not owed,Debt was paid,"I have already disputed the amount this company is attempting to collect from me. I do not owe this amount since my insurance paid for the very same claim this people are trying to collect on. I need them to prove what they are saying, and I need them to stop their harassment. 

I waited over 2 months to take on the treatment, because I was not able to take it until it was approved and paid by insurance.",Company believes it acted appropriately as authorized by contract or law,,Web,Closed with explanation,Yes,Yes,2084422
11/7/13,NATIONSTAR MORTGAGE,IL,60123,Mortgage,FHA mortgage,"Loan modification,collection,foreclosure",,,,,Web,Closed with explanation,Yes,No,588994
6/10/13,JPMORGAN CHASE & CO.,TX,78749,Mortgage,Conventional fixed mortgage,Settlement process and costs,,,,,Web,Closed with non-monetary relief,Yes,No,427963
4/3/17,WELLS FARGO & COMPANY,NJ,7751,Mortgage,Conventional adjustable mortgage (ARM),"Loan modification,collection,foreclosure",,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,,Web,Closed with explanation,Yes,No,2416368
1/14/17,"EQUIFAX, INC.",GA,30045,Credit reporting,,Incorrect information on credit report,Information is not mine,,,,Web,Closed with explanation,Yes,Yes,2290140
5/24/17,Resurgent Capital Services L.P.,NY,11980,Debt collection,I do not know,Attempts to collect debt not owed,Debt is not yours,,,,Web,Closed with explanation,Yes,N/A,2493510
4/27/17,TRANSWORLD SYSTEMS INC,IN,46530,Debt collection,Medical debt,Written notification about debt,Didn't receive enough information to verify debt,,,,Postal mail,Closed with explanation,Yes,N/A,2469140
12/23/13,"COMMUNITY CHOICE FINANCIAL, INC.",TX,75104,Debt collection,I do not know,Communication tactics,Frequent or repeated calls,,,,Web,Closed with explanation,Yes,Yes,642695
8/18/16,Ceannate,AZ,850XX,Debt collection,Non-federal student loan,Disclosure verification of debt,Not disclosed as an attempt to collect,"after talking on the phone with this agency, their practices were very unprofessional. ive read several complaints about them on the web.",,,Web,Closed with explanation,Yes,Yes,2070748
10/30/12,CAPITAL ONE FINANCIAL CORPORATION,OH,44107,Credit card,,APR or interest rate,,,,,Web,Closed with monetary relief,Yes,No,181415
